announce_date,input,output,is_divorce,input_processed,text_combined,combined_processed,topic_label,topic_probability,topic_name
2016-06-30T09:00:00.000+09:00,채무자가 이혼과 관련된 재산분할에서 손해배상 책임을 피하기 위한 조건은 무엇인가요?,"민법 제839조의2에 따르면, 재산분할이 이루어질 때 채무자가 채무초과 상태에 있더라도 그 재산분할이 상당한 정도를 벗어나지 않는 한 사해행위로 인정되지 않으며, 이를 입증할 책임은 채권자에게 있습니다. 즉, 채무자가 재산분할로 인해 공동담보가 감소되는 경우, 감소가 상당하다고 판단되기 위해서는 과도한 재산분할의 특별한 사정이 필요합니다.",1,채무자 이혼 재산 분할 손해배상 책임,"채무자가 이혼과 관련된 재산분할에서 손해배상 책임을 피하기 위한 조건은 무엇인가요? 민법 제839조의2에 따르면, 재산분할이 이루어질 때 채무자가 채무초과 상태에 있더라도 그 재산분할이 상당한 정도를 벗어나지 않는 한 사해행위로 인정되지 않으며, 이를 입증할 책임은 채권자에게 있습니다. 즉, 채무자가 재산분할로 인해 공동담보가 감소되는 경우, 감소가 상당하다고 판단되기 위해서는 과도한 재산분할의 특별한 사정이 필요합니다.",채무자 이혼 재산 분할 손해배상 책임 민법 조 이루어지다 채무 초 상태 벗어나다 사해행위 이르다 입증 채권자 담보 감소 과도 사정 제839조의,8,0.55535513,이혼 시 금전 문제 (재산분할·양육비)
2023-06-02T09:00:00.000+09:00,배우자가 사망한 경우에도 제3자가 혼인관계에 미친 영향을 이유로 불법행위로 손해배상을 청구할 수 있나요?,배우자가 사망한 경우에도 제3자가 혼인관계에 미친 영향을 이유로 손해배상을 청구할 수 있습니다. 그러나 부부가 이미 혼인관계가 회복할 수 없을 정도로 파탄된 상태였다면 제3자의 행위는 부부공동생활을 침해하는 행위로 보기 어렵습니다. 따라서 이러한 경우 손해배상 청구가 인정되기 어려울 수 있습니다.,1,배우자 사망 혼인 관계 영향 이유 불법행위 손해배상 청구 제3자가,배우자가 사망한 경우에도 제3자가 혼인관계에 미친 영향을 이유로 불법행위로 손해배상을 청구할 수 있나요? 배우자가 사망한 경우에도 제3자가 혼인관계에 미친 영향을 이유로 손해배상을 청구할 수 있습니다. 그러나 부부가 이미 혼인관계가 회복할 수 없을 정도로 파탄된 상태였다면 제3자의 행위는 부부공동생활을 침해하는 행위로 보기 어렵습니다. 따라서 이러한 경우 손해배상 청구가 인정되기 어려울 수 있습니다.,배우자 사망 혼인 관계 영향 이유 불법행위 손해배상 청구 부부 파탄 상태 이다 행위 생활 침해 보기 따라서 어리다 제3자가 제3자의,7,0.5707576,혼인 파탄의 원인과 법적 책임
2022-06-16T09:00:00.000+09:00,부정행위를 판단할 때 고려해야 할 요소는 무엇인가요?,"부정행위를 판단할 때는 여러 요소를 종합적으로 고려해야 합니다. 예를 들어, 상대방과의 직접적인 접촉, 친밀한 대화나 메시지의 주고받음, 의심스러운 행동이나 발언 등의 상황이 포함될 수 있습니다. 각 요소가 단독으로는 충분치 않아도, 전체적인 상황을 감안하여 부정행위를 추정할 수 있습니다.",1,부정행위 고려 요소,"부정행위를 판단할 때 고려해야 할 요소는 무엇인가요? 부정행위를 판단할 때는 여러 요소를 종합적으로 고려해야 합니다. 예를 들어, 상대방과의 직접적인 접촉, 친밀한 대화나 메시지의 주고받음, 의심스러운 행동이나 발언 등의 상황이 포함될 수 있습니다. 각 요소가 단독으로는 충분치 않아도, 전체적인 상황을 감안하여 부정행위를 추정할 수 있습니다.",부정행위 고려 요소 여러 종합 들다 상대방 직접 접촉 대화 메시지 주고받다 행동 발언 포함 단독 충분 전체 감안 추정,7,0.8726061,혼인 파탄의 원인과 법적 책임
2020-08-19T09:00:00.000+09:00,일상가사의 범위 내에서 발생한 금전채무를 배우자에게 물릴 수 있는 법적 근거는 무엇인가요?,"민법 제137조에 따르면, 일상가사의 범위 내에서 발생한 금전채무는 배우자가 공동으로 청구를 받을 수 있습니다. 이는 부부 공동체 유지를 위해 발생한 채무를 공동으로 변제해야 한다는 의미입니다.",1,일상 가사 범위 금전 채무 배우자 물리다 법적,"일상가사의 범위 내에서 발생한 금전채무를 배우자에게 물릴 수 있는 법적 근거는 무엇인가요? 민법 제137조에 따르면, 일상가사의 범위 내에서 발생한 금전채무는 배우자가 공동으로 청구를 받을 수 있습니다. 이는 부부 공동체 유지를 위해 발생한 채무를 공동으로 변제해야 한다는 의미입니다.",일상 가사 범위 금전 채무 배우자 물리다 법적 민법 공동 청구 받다 이다 부부 공동체 유지 변제 의미 제137조에,5,0.8761139,
2022-03-29T09:00:00.000+09:00,부정한 행위가 부부의 정조의무를 충실하지 않는 것으로 평가되는 구체적인 기준은 무엇인가요?,"부정한 행위는 간통을 포함한 넓은 개념으로, 부부의 정조의무에 충실하지 않는 일체의 행위를 포함합니다. 구체적인 기준은 사안별로 그 정도와 상황을 참작하여 평가되며, 예를 들어 연인들이 주고받는 다정한 언어나 단기간 동안의 동반투숙 등의 행위가 포함될 수 있습니다.",1,부정 행위 부부 정조 의무 평 구체 기준,"부정한 행위가 부부의 정조의무를 충실하지 않는 것으로 평가되는 구체적인 기준은 무엇인가요? 부정한 행위는 간통을 포함한 넓은 개념으로, 부부의 정조의무에 충실하지 않는 일체의 행위를 포함합니다. 구체적인 기준은 사안별로 그 정도와 상황을 참작하여 평가되며, 예를 들어 연인들이 주고받는 다정한 언어나 단기간 동안의 동반투숙 등의 행위가 포함될 수 있습니다.",부정 행위 부부 정조 의무 평 구체 기준 간통 포함 개념 일체 사안 별로 참작 들다 연인 주고받다 언어 단기간 동안 동반 투숙,1,0.9308616,혼인 파탄의 원인과 법적 책임
2017-01-25T09:00:00.000+09:00,부정행위가 있었음을 입증하기 위한 증거로 무엇이 필요한가요?,"부정행위의 존재를 입증하기 위해서는 불법행위를 증명할 수 있는 직접적 또는 간접적 증거가 필요합니다. 예를 들어, 목격자 진술, 메시지, 사진, 통화 기록 등이 해당됩니다. 민법 제750조에 따른 손해배상의 책임을 인정받기 위해서는 이러한 증거들이 부정행위와 혼인관계의 파탄 사이의 인과관계를 뒷받침해야 합니다.",1,부정행위 입증 증거,"부정행위가 있었음을 입증하기 위한 증거로 무엇이 필요한가요? 부정행위의 존재를 입증하기 위해서는 불법행위를 증명할 수 있는 직접적 또는 간접적 증거가 필요합니다. 예를 들어, 목격자 진술, 메시지, 사진, 통화 기록 등이 해당됩니다. 민법 제750조에 따른 손해배상의 책임을 인정받기 위해서는 이러한 증거들이 부정행위와 혼인관계의 파탄 사이의 인과관계를 뒷받침해야 합니다.",부정행위 입증 증거 존재 불법행위 직접 간접 들다 목격자 진술 메시지 사진 통화 기록 해당 민법 손해배상 책임 인정받다 혼인 관계 파탄 사이 인과관계 뒷받침 제750조에,3,0.87687355,위자료 및 손해배상 청구
2023-06-20T09:00:00.000+09:00,부정행위로 인한 손해배상의 책임을 묻기 위해 피해자가 입증해야 하는 조건은 무엇인가요?,"부정행위로 인한 손해배상 책임을 묻기 위해서는 피해자가 부정행위가 원인으로 작용하여 혼인의 본질을 침해하였음을 입증해야 합니다. 이에 따라, 부부 공동생활이 침해되었고, 이로 인해 정신적 고통을 입었다는 사정을 입증해야 합니다. 대법원 2014. 11. 20. 선고 2011므2997 판결에 따르면, 이러한 침해가 원칙적으로 불법행위를 구성한다고 보고 있습니다.",1,부정행위 손해배상 책임 묻다 피해자 입증,"부정행위로 인한 손해배상의 책임을 묻기 위해 피해자가 입증해야 하는 조건은 무엇인가요? 부정행위로 인한 손해배상 책임을 묻기 위해서는 피해자가 부정행위가 원인으로 작용하여 혼인의 본질을 침해하였음을 입증해야 합니다. 이에 따라, 부부 공동생활이 침해되었고, 이로 인해 정신적 고통을 입었다는 사정을 입증해야 합니다. 대법원 2014. 11. 20. 선고 2011므2997 판결에 따르면, 이러한 침해가 원칙적으로 불법행위를 구성한다고 보고 있습니다.",부정행위 손해배상 책임 묻다 피해자 입증 원인 작용 혼인 본질 침해 부부 생활 되어다 이로 정신 고통 입다 사정 대법원 선고 판결 원칙 불법행위 구성 보고,3,0.68331474,위자료 및 손해배상 청구
2023-04-20T09:00:00.000+09:00,부정행위와 관련된 손해배상액의 산정 기준은 무엇인가요?,"부정행위로 인한 손해배상액의 산정 기준은 피해자가 입은 정신적 손해의 정도와 부정행위의 경중, 그리고 부정행위가 피해자에게 미친 영향 등을 종합적으로 고려하여 결정됩니다. 이와 관련하여 대법원 2005. 10. 13. 판결에서는 공동불법행위에 따른 손해배상액은 피해자와 가해자 간의 관계에서 공동으로 그의 행위를 평가해야 한다고 판시하였습니다.",1,부정행위 손해배상 산정 기준,"부정행위와 관련된 손해배상액의 산정 기준은 무엇인가요? 부정행위로 인한 손해배상액의 산정 기준은 피해자가 입은 정신적 손해의 정도와 부정행위의 경중, 그리고 부정행위가 피해자에게 미친 영향 등을 종합적으로 고려하여 결정됩니다. 이와 관련하여 대법원 2005. 10. 13. 판결에서는 공동불법행위에 따른 손해배상액은 피해자와 가해자 간의 관계에서 공동으로 그의 행위를 평가해야 한다고 판시하였습니다.",부정행위 손해배상 산정 기준 피해자 입다 정신 손해 영향 종합 고려 결정 대법원 판결 불법행위 가해자 간 관계 공동 행위 평 파다,0,0.9076245,위자료 및 손해배상 청구
2019-06-27T09:00:00.000+09:00,"배우자가 사망한 경우, 상속인들이 청구할 수 있는 손해배상 금액의 비율은 어떻게 결정되나요?","배우자가 사망한 경우 상속인들이 청구할 수 있는 손해배상 금액의 비율은 민법에 따른 상속분에 의해 결정됩니다. 예를 들어, 배우자와 두 자녀가 있는 경우, 배우자는 1/2, 자녀는 각각 1/4씩 상속받게 됩니다. 따라서 상속인들이 청구할 수 있는 손해배상액은 상속분에 따라 나뉘어 집행됩니다.",1,배우자 사망 상속인 청구 손해배상 금액 비율 결정,"배우자가 사망한 경우, 상속인들이 청구할 수 있는 손해배상 금액의 비율은 어떻게 결정되나요? 배우자가 사망한 경우 상속인들이 청구할 수 있는 손해배상 금액의 비율은 민법에 따른 상속분에 의해 결정됩니다. 예를 들어, 배우자와 두 자녀가 있는 경우, 배우자는 1/2, 자녀는 각각 1/4씩 상속받게 됩니다. 따라서 상속인들이 청구할 수 있는 손해배상액은 상속분에 따라 나뉘어 집행됩니다.",배우자 사망 상속인 청구 손해배상 금액 비율 결정 민법 상속 들다 자녀 각각 받다 따라서 나뉘다 집행,0,0.93605506,위자료 및 손해배상 청구
2021-10-20T09:00:00.000+09:00,정신적 고통에 대한 손해배상 청구를 위한 입증책임은 어떻게 되나요?,"정신적 고통에 대한 손해배상 청구를 하려면 피해자는 자신의 정신적 고통이 불법행위로 인한 것임을 입증해야 하며, 이때 고통의 정도와 원인관계를 명확히 해야 합니다. 즉, 부정행위로 인한 배신감이나 불쾌감이 구체적인 증거에 근거하여 주장되어야 하며, 증거가 부족할 경우 법원은 정신적 고통의 정도를 인정하기 어려울 수 있습니다.",1,정신 고통 손해배상 청구 입증책임,"정신적 고통에 대한 손해배상 청구를 위한 입증책임은 어떻게 되나요? 정신적 고통에 대한 손해배상 청구를 하려면 피해자는 자신의 정신적 고통이 불법행위로 인한 것임을 입증해야 하며, 이때 고통의 정도와 원인관계를 명확히 해야 합니다. 즉, 부정행위로 인한 배신감이나 불쾌감이 구체적인 증거에 근거하여 주장되어야 하며, 증거가 부족할 경우 법원은 정신적 고통의 정도를 인정하기 어려울 수 있습니다.",정신 고통 손해배상 청구 입증책임 피해자 자신 불법행위 것임 입증 원인 관계 부정행위 배신 불쾌감 구체 증거 되어다 법원 어리다,0,0.8812187,위자료 및 손해배상 청구
2021-01-13T09:00:00.000+09:00,간통과 관련된 법리의 적용 범위는 어떻게 되나요?,"민법 제840조 제1호는 간통을 포함하여 부부의 정조의무에 위반되는 행위를 명시하고 있으며, 이러한 행위는 고의적이나 또는 과실로 행해질 수 있습니다. 각 사안에 따라 피해자의 정신적 고통이 인정될 경우 간통에 이르지 않더라도 법적 책임을 져야 할 수 있습니다.",1,간통 법리 범위,"간통과 관련된 법리의 적용 범위는 어떻게 되나요? 민법 제840조 제1호는 간통을 포함하여 부부의 정조의무에 위반되는 행위를 명시하고 있으며, 이러한 행위는 고의적이나 또는 과실로 행해질 수 있습니다. 각 사안에 따라 피해자의 정신적 고통이 인정될 경우 간통에 이르지 않더라도 법적 책임을 져야 할 수 있습니다.",간통 법리 범위 민법 포함 부부 정조 의무 위반 행위 명시 의적 과실 행해지다 사안 피해자 정신 고통 이르다 법적 책임 지다 제840조 제1호는,5,0.8265254,
2021-10-20T09:00:00.000+09:00,혼인관계의 파탄 원인을 판단하는 법적 기준은 무엇인가요?,"혼인관계의 파탄 원인을 판단할 때, 법원은 각 당사자의 귀책사유를 확인하고 이를 종합적으로 검토합니다. 즉, 양측이 혼인관계를 유지하기 위해 얼마나 노력했는지를 고려하며, 부정행위의 존재 여부와 그로 인해 부부공동생활이 어떻게 침해되었는지를 판단합니다. 이러한 판단은 법원의 재량에 따라 이루어지며, 다툼이 없는 사실이나 증거를 바탕으로 결정됩니다.",1,혼인 관계 파탄 원인 법적 기준,"혼인관계의 파탄 원인을 판단하는 법적 기준은 무엇인가요? 혼인관계의 파탄 원인을 판단할 때, 법원은 각 당사자의 귀책사유를 확인하고 이를 종합적으로 검토합니다. 즉, 양측이 혼인관계를 유지하기 위해 얼마나 노력했는지를 고려하며, 부정행위의 존재 여부와 그로 인해 부부공동생활이 어떻게 침해되었는지를 판단합니다. 이러한 판단은 법원의 재량에 따라 이루어지며, 다툼이 없는 사실이나 증거를 바탕으로 결정됩니다.",혼인 관계 파탄 원인 법적 기준 법원 당사자 귀책사유 확인 이르다 종합 검토 유지 얼마나 노력 고려 부정행위 존재 여부 그로 부부 생활 침해 되어다 재량 이루어지다 다툼 증거 바탕 결정,7,0.91894555,혼인 파탄의 원인과 법적 책임
2019-04-24T09:00:00.000+09:00,제3자가 부부의 일방과 부정행위를 하여 배우자에게 정신적 고통을 준 경우 불법행위로 인정될 조건은 무엇인가요?,"대법원 판례에 따르면, 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하고 그에 대한 배우자의 권리를 침해하여 배우자에게 정신적 고통을 주는 행위는 불법행위로 인정됩니다. 이때 '부정행위'는 간통을 포함하여, 부부의 정조의무에 충실하지 않는 일체의 부정한 행위를 포함하며, 구체적 사안에 따라 그 정도와 상황을 참작하여 평가되어야 합니다.",1,부부 일방 부정행위 배우자 정신 고통 불법행위 제3자가,"제3자가 부부의 일방과 부정행위를 하여 배우자에게 정신적 고통을 준 경우 불법행위로 인정될 조건은 무엇인가요? 대법원 판례에 따르면, 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하고 그에 대한 배우자의 권리를 침해하여 배우자에게 정신적 고통을 주는 행위는 불법행위로 인정됩니다. 이때 '부정행위'는 간통을 포함하여, 부부의 정조의무에 충실하지 않는 일체의 부정한 행위를 포함하며, 구체적 사안에 따라 그 정도와 상황을 참작하여 평가되어야 합니다.",부부 일방 부정행위 배우자 정신 고통 불법행위 대법원 판례 혼인 본질 해당 생활 유지 방해 권리 침해 주다 행위 간통 포함 정조 의무 일체 부정 구체 사안 참작 평 되어다 제3자가,2,0.94090885,부정행위 및 제3자 개입 책임
2023-01-17T09:00:00.000+09:00,폭행과 관련된 손해배상청구소송에서 폭행 사실이 인정될 경우 가해자가 부담하는 법적 책임은 무엇인가요?,"폭행과 관련된 손해배상청구소송에서 법원은 가해자의 행동이 불법행위에 해당하는 경우, 민법 제750조에 따라 가해자는 피해자에게 손해를 배상할 법적 책임이 있습니다. 즉, 가해자가 피해자에게 폭행을 가하고 이에 따른 신체적 또는 정신적 손해가 발생한 경우, 그 손해를 배상해야 하는 것입니다.",1,폭행 손해배상 청구 소송 가해자 부담 법적 책임,"폭행과 관련된 손해배상청구소송에서 폭행 사실이 인정될 경우 가해자가 부담하는 법적 책임은 무엇인가요? 폭행과 관련된 손해배상청구소송에서 법원은 가해자의 행동이 불법행위에 해당하는 경우, 민법 제750조에 따라 가해자는 피해자에게 손해를 배상할 법적 책임이 있습니다. 즉, 가해자가 피해자에게 폭행을 가하고 이에 따른 신체적 또는 정신적 손해가 발생한 경우, 그 손해를 배상해야 하는 것입니다.",폭행 손해배상 청구 소송 가해자 부담 법적 책임 법원 행동 불법행위 해당 민법 피해자 손해 배상 가하다 신체 정신 제750조에,6,0.93930256,부정행위 및 제3자 개입 책임
2023-09-21T09:00:00.000+09:00,배우자의 부정행위와 관련하여 제3자가 수행한 행위가 불법행위로 인정될 수 있는 조건은 무엇인가요?,"제3자가 배우자의 부정행위에 관여하여 부부공동생활을 침해하거나 유지하는 것을 방해하고, 이에 따라 배우자로서의 권리를 침해하여 상대 배우자에게 정신적 고통을 주는 경우 불법행위로 인정될 수 있습니다. 이는 대법원의 선고(2004다1899, 2013므2441)에 근거합니다.",1,배우자 부정행위 수행 행위 불법행위 제3자가,"배우자의 부정행위와 관련하여 제3자가 수행한 행위가 불법행위로 인정될 수 있는 조건은 무엇인가요? 제3자가 배우자의 부정행위에 관여하여 부부공동생활을 침해하거나 유지하는 것을 방해하고, 이에 따라 배우자로서의 권리를 침해하여 상대 배우자에게 정신적 고통을 주는 경우 불법행위로 인정될 수 있습니다. 이는 대법원의 선고(2004다1899, 2013므2441)에 근거합니다.",배우자 부정행위 수행 행위 불법행위 관여 부부 생활 유지 방해 로서 권리 침해 상대 정신 고통 주다 이다 대법원 선고 제3자가,2,0.91941446,부정행위 및 제3자 개입 책임
2019-01-30T09:00:00.000+09:00,배우자가 있는 사람과 부정행위를 한 제3자가 손해배상 책임에서 벗어나기 위해 필요한 조건은 무엇인가요?,"제3자가 손해배상 책임에서 벗어나기 위해서는 부정행위가 부부의 공동생활 파탄이나 방해에 실질적인 영향을 미치지 않았으며, 배우자에게 정신적 고통을 가하지 않았음을 증명해야 합니다. 또한, 제3자가 부정행위 상대방의 배우자 존재를 알지 못했거나, 그 행위가 단순한 과장된 감정표현에 불과하다는 것을 입증해야 합니다.",1,배우자 부정행위 손해배상 책임 벗어나다 제3자가,"배우자가 있는 사람과 부정행위를 한 제3자가 손해배상 책임에서 벗어나기 위해 필요한 조건은 무엇인가요? 제3자가 손해배상 책임에서 벗어나기 위해서는 부정행위가 부부의 공동생활 파탄이나 방해에 실질적인 영향을 미치지 않았으며, 배우자에게 정신적 고통을 가하지 않았음을 증명해야 합니다. 또한, 제3자가 부정행위 상대방의 배우자 존재를 알지 못했거나, 그 행위가 단순한 과장된 감정표현에 불과하다는 것을 입증해야 합니다.",배우자 부정행위 손해배상 책임 벗어나다 부부 공동 생활 파탄 방해 실질 영향 정신 고통 가하다 또한 상대방 존재 행위 과장 감정 표현 입증 제3자가,3,0.9337166,위자료 및 손해배상 청구
2022-09-15T09:00:00.000+09:00,"배우자가 있는 사람과 부정행위를 한 제3자가 불법행위로 손해배상 책임을 지는 경우, 어떤 행위가 부정행위로 판단되나요?","부정행위는 간통을 포함하는 보다 넓은 개념으로서, 간통에까지는 이르지 않더라도 부부의 정조의무에 충실하지 않는 일체의 부정한 행위를 포함합니다. 부정한 행위인지 여부는 구체적인 사안에 따라 그 정도와 상황을 참작하여 평가됩니다(대법원 1988. 5. 24. 선고 88므7 판결, 1992. 11. 10. 선고 92므68 판결 등 참조).",1,배우자 부정행위 불법행위 손해배상 책임 지다 행위 제3자가,"배우자가 있는 사람과 부정행위를 한 제3자가 불법행위로 손해배상 책임을 지는 경우, 어떤 행위가 부정행위로 판단되나요? 부정행위는 간통을 포함하는 보다 넓은 개념으로서, 간통에까지는 이르지 않더라도 부부의 정조의무에 충실하지 않는 일체의 부정한 행위를 포함합니다. 부정한 행위인지 여부는 구체적인 사안에 따라 그 정도와 상황을 참작하여 평가됩니다(대법원 1988. 5. 24. 선고 88므7 판결, 1992. 11. 10. 선고 92므68 판결 등 참조).",배우자 부정행위 불법행위 손해배상 책임 지다 행위 간통 포함 보다 개념 이르다 부부 정조 의무 일체 부정 여부 구체 사안 참작 평 대법원 선고 판결 참조 제3자가,3,0.94255644,위자료 및 손해배상 청구
2019-11-29T09:00:00.000+09:00,부정행위의 범위와 판단 기준은 무엇인가요?,"부정행위는 간통을 포함하는 보다 넓은 개념으로, 간통에 이르지 않더라도 부부의 정조의무를 저버리는 일체의 부정한 행위가 이에 포함됩니다. 구체적인 사안에 따라 그 정도와 상황을 참작하여 부정행위인지 여부를 평가하며, 이는 대법원 판례(1988. 5. 24. 선고 88므7 판결, 1992. 11. 10. 선고 92므68 판결 등)에 근거합니다.",1,부정행위 범위 기준,"부정행위의 범위와 판단 기준은 무엇인가요? 부정행위는 간통을 포함하는 보다 넓은 개념으로, 간통에 이르지 않더라도 부부의 정조의무를 저버리는 일체의 부정한 행위가 이에 포함됩니다. 구체적인 사안에 따라 그 정도와 상황을 참작하여 부정행위인지 여부를 평가하며, 이는 대법원 판례(1988. 5. 24. 선고 88므7 판결, 1992. 11. 10. 선고 92므68 판결 등)에 근거합니다.",부정행위 범위 기준 간통 포함 보다 개념 이르다 부부 정조 의무 버리다 일체 부정 행위 구체 사안 참작 여부 평 이다 대법원 판례 선고 판결,5,0.47891146,
2020-06-26T09:00:00.000+09:00,제3자가 부부의 일방과 부정행위를 함으로써 발생하는 법적 책임은 무엇인가요?,"대법원 판례에 따르면, 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하는 행위는 불법행위를 구성합니다. 이로 인해 배우자가 정신적 고통을 겪게 되므로, 그에 대한 손해배상 책임이 발생합니다.",1,부부 일방 부정행위 법적 책임 제3자가,"제3자가 부부의 일방과 부정행위를 함으로써 발생하는 법적 책임은 무엇인가요? 대법원 판례에 따르면, 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하는 행위는 불법행위를 구성합니다. 이로 인해 배우자가 정신적 고통을 겪게 되므로, 그에 대한 손해배상 책임이 발생합니다.",부부 일방 부정행위 법적 책임 대법원 판례 혼인 본질 해당 생활 유지 방해 행위 불법행위 구성 이로 배우자 정신 고통 겪다 손해배상 제3자가,2,0.9318158,부정행위 및 제3자 개입 책임
